id,target
"[0, 155]",0.33333
"[0, 156]",0.33623
"[0, 157]",0.36308
"[0, 158]",0.33344
"[0, 159]",0.95932
"[0, 160]",0.66562
"[0, 161]",0.64753
"[0, 162]",0.33333
"[0, 163]",0.60613
"[0, 164]",0.33435
"[0, 165]",0.33333
"[0, 166]",0.66641
"[0, 167]",0.33333
"[0, 168]",0.33333
"[0, 169]",0.96323
"[0, 170]",0.33333
"[0, 172]",0.33333
"[0, 173]",0.33333
"[0, 174]",0.33333
"[0, 175]",0.33333
"[0, 176]",0.33333
"[0, 177]",0.33333
"[0, 178]",0.66628
"[0, 179]",0.33333
"[0, 180]",0.33333
"[0, 181]",0.33333
"[0, 182]",0.61426
"[0, 183]",0.66510
"[0, 184]",0.33658
"[0, 185]",0.33333
"[0, 186]",0.95177
"[0, 187]",0.33371
"[0, 188]",0.33333
"[0, 189]",0.66521
"[0, 190]",0.95800
"[0, 192]",0.33333
"[0, 193]",0.33333
"[0, 194]",0.66297
"[0, 195]",0.33337
"[0, 196]",0.66568
"[0, 197]",0.00083
"[0, 198]",0.33333
"[0, 199]",0.33333
"[0, 200]",0.33333
"[0, 201]",0.59886
"[0, 202]",0.33333
"[0, 203]",0.33333
"[0, 204]",0.33333
"[0, 205]",0.66335
"[0, 206]",0.66417
"[0, 207]",0.33333
"[0, 208]",0.00000
"[0, 209]",0.33743
"[0, 210]",0.97149
"[0, 211]",0.55370
"[0, 212]",0.65494
"[0, 213]",0.68127
"[0, 214]",0.00003
"[0, 215]",0.66651
"[0, 216]",0.00000
"[0, 217]",0.36887
"[0, 218]",0.62743
"[0, 219]",0.33333
"[0, 220]",0.00013
"[0, 221]",0.33365
"[0, 222]",0.00001
"[0, 223]",0.33333
"[0, 224]",0.02017
"[0, 225]",0.04627
"[0, 226]",0.33363
"[0, 227]",0.66635
"[0, 228]",0.96842
"[0, 229]",0.35609
"[0, 230]",0.33333
"[0, 231]",0.00615
"[0, 233]",0.28641
"[0, 234]",0.96541
"[0, 235]",0.33333
"[0, 236]",0.00270
"[0, 237]",0.32012
"[0, 238]",0.33333
"[0, 239]",0.33334
"[0, 241]",0.00296
"[0, 242]",0.66651
"[0, 243]",0.66636
"[0, 244]",0.14263
"[0, 245]",0.00000
"[0, 246]",0.33333
"[0, 247]",0.33333
"[0, 248]",0.34121
"[0, 249]",0.00000
"[0, 250]",0.00001
"[0, 251]",0.33333
"[0, 252]",0.68019
"[0, 254]",0.33333
"[0, 255]",0.66592
"[0, 256]",0.33333
"[0, 257]",0.35685
"[0, 259]",0.32408
"[0, 260]",0.96258
"[0, 261]",0.45759
"[0, 262]",0.33333
"[0, 263]",0.62394
"[0, 264]",0.33333
"[0, 265]",0.33333
"[1, 0]",0.00000
"[1, 266]",0.00000
"[1, 267]",0.00000
"[1, 8]",0.00000
"[1, 2]",0.03853
"[1, 3]",0.00003
"[1, 5]",0.00001
"[1, 9]",0.00000
"[1, 132]",0.00000
"[1, 21]",0.00003
"[1, 19]",0.00000
"[1, 1]",0.00000
"[1, 4]",0.00000
"[1, 6]",0.00000
"[1, 7]",0.02601
"[1, 268]",0.28318
"[1, 14]",0.22564
"[1, 269]",0.00000
"[1, 270]",0.10950
"[1, 271]",0.01071
"[1, 272]",0.00003
"[1, 273]",0.00001
"[1, 274]",0.39702
"[1, 275]",0.24214
"[1, 276]",0.31003
"[1, 277]",0.00843
"[1, 278]",0.66676
"[1, 279]",0.66675
"[1, 280]",0.95467
"[1, 281]",0.66641
"[1, 282]",0.66675
"[1, 283]",0.66106
"[1, 284]",0.66665
"[1, 285]",0.24750
"[1, 286]",0.66675
"[1, 287]",0.66668
"[1, 288]",0.22764
"[1, 289]",0.66656
"[1, 291]",0.66584
"[1, 292]",0.31985
"[1, 293]",0.00026
"[1, 18]",0.00000
"[1, 20]",0.00000
"[1, 22]",0.00076
"[1, 23]",0.00000
"[1, 24]",0.00004
"[1, 294]",0.06281
"[1, 295]",0.66664
"[1, 30]",0.00000
"[1, 296]",0.18911
"[1, 299]",0.64208
"[1, 37]",0.00000
"[1, 126]",0.01833
"[1, 300]",0.00004
"[1, 41]",0.00000
"[1, 301]",0.62770
"[1, 42]",0.09017
"[1, 302]",0.66367
"[1, 44]",0.00000
"[1, 303]",0.00000
"[1, 304]",0.12251
"[1, 54]",0.00000
"[1, 305]",0.20564
"[1, 306]",0.00002
"[1, 62]",0.00000
"[1, 65]",0.00243
"[1, 69]",0.00000
"[1, 72]",0.00000
"[1, 77]",0.00000
"[1, 307]",0.78999
"[1, 308]",0.24453
"[1, 12]",0.32085
"[1, 13]",0.32238
"[1, 73]",0.28238
"[1, 89]",0.00000
"[1, 91]",0.00000
"[1, 309]",0.01690
"[1, 96]",0.00000
"[1, 310]",0.01144
"[1, 311]",0.63036
"[1, 312]",0.33489
"[1, 98]",0.00000
"[1, 313]",0.14482
"[1, 314]",0.20126
"[1, 316]",0.66674
"[1, 317]",0.66575
"[1, 104]",0.00000
"[1, 318]",0.00000
"[1, 319]",0.00000
"[1, 320]",0.00001
"[1, 321]",0.51443
"[1, 131]",0.00174
"[1, 145]",0.00002
"[1, 95]",0.00002
"[1, 322]",0.03822
"[1, 108]",0.00000
"[1, 159]",0.77581
"[1, 137]",0.06621
"[1, 147]",0.00002
"[1, 323]",0.78643
"[1, 324]",0.00011
"[1, 123]",0.00000
"[1, 160]",0.00971
"[1, 325]",0.98505
"[1, 326]",0.00604
"[1, 327]",0.00000
"[1, 328]",0.02683
"[1, 329]",0.62955
"[1, 122]",0.00000
"[1, 330]",0.00000
"[1, 331]",0.04415
"[1, 332]",0.16307
"[1, 133]",0.00000
"[1, 333]",0.00002
"[1, 134]",0.00000
"[1, 334]",0.37305
"[1, 335]",0.80020
"[1, 336]",0.14404
"[1, 337]",0.20614
"[1, 84]",0.00402
"[1, 85]",0.00345
"[1, 86]",0.00541
"[1, 338]",0.02964
"[1, 339]",0.10144
"[1, 57]",0.99146
"[1, 340]",0.76251
"[1, 341]",0.50193
"[1, 93]",0.00000
"[1, 342]",0.00552
"[1, 343]",0.03257
"[1, 344]",0.00484
"[1, 148]",0.00000
"[1, 345]",0.66487
"[1, 346]",0.00006
"[1, 152]",0.00000
"[1, 347]",0.00000
"[1, 348]",0.03246
"[1, 349]",0.51402
"[1, 351]",0.06220
"[1, 352]",0.21513
"[1, 353]",0.12239
"[1, 354]",0.00000
"[1, 10]",0.00018
"[1, 355]",0.00001
"[1, 356]",0.25036
"[1, 156]",0.00000
"[1, 357]",0.58170
"[1, 164]",0.00000
"[1, 359]",0.00024
"[1, 151]",0.00000
"[1, 360]",0.00000
"[1, 158]",0.00000
"[1, 361]",0.66603
"[1, 362]",0.87186
"[1, 363]",0.62775
"[1, 364]",0.00000
"[1, 366]",0.00000
"[1, 367]",0.23030
"[1, 368]",0.00159
"[1, 369]",0.46221
"[1, 370]",0.00003
"[1, 371]",0.00131
"[1, 372]",0.35090
"[1, 373]",0.00003
"[1, 374]",0.95894
"[1, 375]",0.07952
"[1, 165]",0.00000
"[1, 376]",0.34967
"[1, 378]",0.00000
"[1, 379]",0.94587
"[1, 380]",0.99315
"[1, 381]",0.31110
"[1, 382]",0.98103
"[1, 383]",0.99298
"[1, 384]",0.31269
"[1, 385]",0.66417
"[1, 174]",0.00000
"[1, 386]",0.00970
"[1, 387]",0.15835
"[1, 388]",0.00000
"[1, 389]",0.39107
"[1, 390]",0.00000
"[1, 391]",0.00001
"[1, 392]",0.62352
"[1, 393]",0.03936
"[1, 394]",0.00003
"[1, 395]",0.02145
"[1, 397]",0.00000
"[1, 51]",0.00000
"[1, 155]",0.00000
"[1, 168]",0.00000
"[1, 398]",0.34688
"[1, 399]",0.96184
"[1, 400]",0.00000
"[1, 173]",0.00000
"[1, 401]",0.61831
"[1, 402]",0.00005
"[1, 403]",0.53237
"[1, 178]",0.07584
"[1, 180]",0.00000
"[1, 404]",0.00009
"[1, 405]",0.06639
"[1, 175]",0.00000
"[1, 406]",0.00000
"[1, 407]",0.00000
"[1, 408]",0.00000
"[1, 409]",0.00000
"[1, 410]",0.00001
"[1, 411]",0.56627
"[1, 176]",0.00000
"[1, 412]",0.17194
"[1, 413]",0.00657
"[1, 414]",0.01442
"[1, 29]",0.00008
"[1, 40]",0.00000
"[1, 415]",0.00002
"[1, 119]",0.00000
"[1, 416]",0.00002
"[1, 177]",0.00000
"[1, 170]",0.00000
"[1, 182]",0.00004
"[1, 418]",0.17054
"[1, 419]",0.00000
"[1, 420]",0.77683
"[1, 421]",0.00857
"[1, 422]",0.37068
"[1, 423]",0.00001
"[1, 424]",0.38340
"[1, 425]",0.00000
"[1, 181]",0.00000
"[1, 426]",0.58689
"[1, 427]",0.00000
"[1, 38]",0.00675
"[1, 25]",0.73605
"[1, 429]",0.12729
"[1, 76]",0.00000
"[1, 143]",0.00000
"[1, 430]",0.01734
"[1, 39]",0.00001
"[1, 431]",0.29076
"[1, 432]",0.70443
"[1, 433]",0.00000
"[1, 434]",0.00021
"[1, 436]",0.16999
"[1, 437]",0.08050
"[1, 438]",0.06137
"[1, 439]",0.65432
"[1, 440]",0.00000
"[1, 441]",0.43028
"[1, 442]",0.00001
"[1, 443]",0.00107
"[1, 444]",0.00000
"[1, 445]",0.53305
"[1, 446]",0.00000
"[1, 447]",0.07448
"[1, 448]",0.00000
"[1, 449]",0.00002
"[1, 452]",0.00000
"[1, 453]",0.05207
"[1, 454]",0.01793
"[1, 455]",0.36146
"[1, 188]",0.00000
"[1, 456]",0.66675
"[1, 457]",0.93435
"[1, 458]",0.08169
"[1, 459]",0.66676
"[1, 189]",0.01933
"[1, 460]",0.66673
"[1, 190]",0.99149
"[1, 461]",0.84410
"[1, 462]",0.23570
"[1, 463]",0.96096
"[1, 464]",0.98030
"[1, 465]",0.57020
"[1, 466]",0.00000
"[1, 467]",0.00003
"[1, 468]",0.00000
"[1, 469]",0.66675
"[1, 192]",0.00000
"[1, 193]",0.00000
"[1, 470]",0.00000
"[1, 471]",0.97742
"[1, 209]",0.00000
"[1, 472]",0.98118
"[1, 210]",0.99083
"[1, 473]",0.00004
"[1, 194]",0.00338
"[1, 474]",0.00005
"[1, 475]",0.66674
"[1, 477]",0.33173
"[1, 478]",0.99558
"[1, 479]",0.66674
"[1, 115]",0.55816
"[1, 480]",0.00000
"[1, 481]",0.00001
"[1, 482]",0.00000
"[1, 483]",0.00001
"[1, 484]",0.67204
"[1, 485]",0.96939
"[1, 486]",0.66627
"[1, 487]",0.96564
"[1, 488]",0.01465
"[1, 88]",0.09806
"[1, 490]",0.00001
"[1, 491]",0.00000
"[1, 492]",0.66657
"[1, 139]",0.00000
"[1, 493]",0.00818
"[1, 494]",0.00003
"[1, 495]",0.00000
"[1, 496]",0.01877
"[1, 497]",0.18768
"[1, 498]",0.98490
"[1, 499]",0.56722
"[1, 500]",0.00000
"[1, 501]",0.00002
"[1, 502]",0.00000
"[1, 503]",0.00000
"[1, 504]",0.00052
"[1, 505]",0.74069
"[1, 198]",0.00000
"[1, 506]",0.33614
"[1, 199]",0.00000
"[1, 507]",0.51893
"[1, 508]",0.00002
"[1, 509]",0.34257
"[1, 510]",0.36008
"[1, 511]",0.31683
"[1, 200]",0.00000
"[1, 202]",0.00000
"[1, 203]",0.00000
"[1, 205]",0.00426
"[1, 206]",0.00572
"[1, 512]",0.00000
"[1, 513]",0.00000
"[1, 514]",0.00171
"[1, 207]",0.00000
"[1, 515]",0.00004
"[1, 516]",0.00002
"[1, 517]",0.31798
"[1, 518]",0.02839
"[1, 519]",0.44672
"[1, 520]",0.65053
"[1, 521]",0.61056
"[1, 522]",0.33638
"[1, 523]",0.00000
"[1, 524]",0.53907
"[1, 525]",0.35365
"[1, 526]",0.62474
"[1, 527]",0.00002
"[1, 528]",0.97327
"[1, 532]",0.66631
"[1, 533]",0.00314
"[1, 534]",0.66661
"[1, 535]",0.17032
"[1, 536]",0.96837
"[1, 46]",0.00002
"[1, 537]",0.98036
"[1, 538]",0.32758
"[1, 539]",0.00000
"[1, 540]",0.34509
"[1, 541]",0.23314
"[1, 542]",0.73223
"[1, 543]",0.01991
"[1, 544]",0.33220
"[1, 545]",0.00002
"[1, 546]",0.66674
"[1, 547]",0.09093
"[1, 548]",0.10873
"[1, 549]",0.77473
"[1, 550]",0.45146
"[1, 551]",0.27972
"[1, 552]",0.16168
"[1, 153]",0.00000
"[1, 553]",0.09367
"[1, 554]",0.00001
"[1, 555]",0.60247
"[1, 214]",0.00000
"[1, 556]",0.00000
"[1, 557]",0.97221
"[1, 216]",0.00000
"[1, 558]",0.30898
"[1, 559]",0.01745
"[1, 560]",0.60666
"[1, 561]",0.09397
"[1, 563]",0.78131
"[1, 564]",0.01261
"[1, 565]",0.46032
"[1, 566]",0.66675
"[1, 567]",0.00343
"[1, 568]",0.33198
"[1, 569]",0.32373
"[1, 570]",0.00000
"[1, 217]",0.00000
"[1, 571]",0.13867
"[1, 572]",0.00001
"[1, 573]",0.40129
"[1, 574]",0.00065
"[1, 575]",0.00000
"[1, 576]",0.66347
"[1, 219]",0.00000
"[1, 577]",0.64144
"[1, 222]",0.00000
"[1, 578]",0.19060
"[1, 579]",0.61178
"[1, 580]",0.00001
"[1, 581]",0.00000
"[1, 582]",0.13669
"[1, 583]",0.00000
"[1, 585]",0.33397
"[1, 586]",0.52229
"[1, 224]",0.00000
"[1, 587]",0.00000
"[1, 588]",0.59196
"[1, 589]",0.00010
"[1, 590]",0.49747
"[1, 592]",0.00002
"[1, 593]",0.00000
"[1, 594]",0.00000
"[1, 595]",0.66572
"[1, 596]",0.00000
"[1, 597]",0.34663
"[1, 598]",0.00004
"[1, 599]",0.32913
"[1, 600]",0.47832
"[1, 601]",0.00001
"[1, 602]",0.00002
"[1, 603]",0.00000
"[1, 58]",0.00000
"[1, 16]",0.00000
"[1, 70]",0.00000
"[1, 179]",0.00000
"[1, 17]",0.00000
"[1, 71]",0.32512
"[1, 604]",0.77217
"[1, 605]",0.91891
"[1, 606]",0.33012
"[1, 607]",0.00002
"[1, 608]",0.65529
"[1, 609]",0.66379
"[1, 610]",0.06574
"[1, 611]",0.00001
"[1, 27]",0.08668
"[1, 612]",0.04292
"[1, 613]",0.63723
"[1, 614]",0.12605
"[1, 615]",0.18057
"[1, 617]",0.00953
"[1, 618]",0.00042
"[1, 230]",0.00000
"[1, 619]",0.00002
"[1, 620]",0.66515
"[1, 621]",0.00002
"[1, 231]",0.00000
"[1, 622]",0.00447
"[1, 623]",0.00004
"[1, 624]",0.00000
"[1, 625]",0.00000
"[1, 626]",0.34604
"[1, 627]",0.00001
"[1, 628]",0.00000
"[1, 629]",0.00000
"[1, 630]",0.00000
"[1, 631]",0.00285
"[1, 632]",0.37487
"[1, 260]",0.98783
"[1, 633]",0.00108
"[1, 634]",0.00060
"[1, 635]",0.00000
"[1, 636]",0.86194
"[1, 637]",0.32957
"[1, 638]",0.00002
"[1, 639]",0.60577
"[1, 640]",0.36609
"[1, 235]",0.00000
"[1, 641]",0.60868
"[1, 642]",0.00000
"[1, 643]",0.79520
"[1, 149]",0.00000
"[1, 238]",0.00000
"[1, 644]",0.04809
"[1, 645]",0.73514
"[1, 646]",0.15166
"[1, 647]",0.15315
"[1, 648]",0.90748
"[1, 649]",0.02946
"[1, 650]",0.00000
"[1, 651]",0.00001
"[1, 652]",0.00114
"[1, 241]",0.00000
"[1, 653]",0.00001
"[1, 654]",0.00002
"[1, 655]",0.00000
"[1, 656]",0.29863
"[1, 658]",0.00000
"[1, 659]",0.00000
"[1, 660]",0.03403
"[1, 661]",0.00002
"[1, 663]",0.00003
"[1, 664]",0.00002
"[1, 665]",0.00192
"[1, 245]",0.00000
"[1, 666]",0.00002
"[1, 667]",0.00531
"[1, 668]",0.51592
"[1, 669]",0.66662
"[1, 670]",0.02018
"[1, 671]",0.00354
"[1, 672]",0.00000
"[1, 673]",0.00000
"[1, 674]",0.13718
"[1, 675]",0.00000
"[1, 676]",0.00000
"[1, 677]",0.00001
"[1, 678]",0.00000
"[1, 679]",0.00003
"[1, 680]",0.00000
"[1, 172]",0.00000
"[1, 681]",0.66674
"[1, 682]",0.00000
"[1, 683]",0.00000
"[1, 248]",0.00000
"[1, 684]",0.18929
"[1, 249]",0.00000
"[1, 685]",0.00000
"[1, 686]",0.00004
"[1, 687]",0.00000
"[1, 688]",0.00092
"[1, 689]",0.00026
"[1, 250]",0.00000
"[1, 690]",0.00000
"[1, 691]",0.00000
"[1, 693]",0.00000
"[1, 694]",0.00002
"[1, 695]",0.00003
"[1, 696]",0.15649
"[1, 697]",0.07280
"[1, 699]",0.66674
"[1, 700]",0.66674
"[1, 701]",0.66674
"[1, 702]",0.66674
"[1, 703]",0.66674
"[1, 704]",0.66674
"[1, 705]",0.04348
"[1, 706]",0.00003
"[1, 251]",0.00000
"[1, 708]",0.01935
"[1, 709]",0.00557
"[1, 710]",0.00000
"[1, 711]",0.00000
"[1, 712]",0.00002
"[1, 713]",0.31810
"[1, 714]",0.57030
"[1, 715]",0.00015
"[1, 717]",0.00004
"[1, 718]",0.32801
"[1, 719]",0.17717
"[1, 720]",0.55364
"[1, 721]",0.00308
"[1, 722]",0.00470
"[1, 724]",0.00045
"[1, 725]",0.00001
"[1, 726]",0.00005
"[1, 727]",0.00002
"[1, 728]",0.00002
"[1, 729]",0.00000
"[1, 730]",0.00003
"[1, 731]",0.00000
"[1, 732]",0.00003
"[1, 733]",0.66655
"[1, 734]",0.00000
"[1, 735]",0.00000
"[1, 736]",0.30827
"[1, 737]",0.00004
"[1, 256]",0.00000
"[1, 738]",0.33831
"[1, 739]",0.00112
"[1, 740]",0.00000
"[1, 741]",0.63842
"[1, 742]",0.55869
"[1, 743]",0.36229
"[1, 744]",0.65077
"[1, 745]",0.07570
"[1, 746]",0.00100
"[1, 747]",0.00402
"[1, 748]",0.01372
"[1, 749]",0.66668
"[1, 750]",0.00000
"[1, 751]",0.08209
"[1, 752]",0.61054
"[1, 753]",0.00001
"[1, 754]",0.03053
"[1, 755]",0.00001
"[1, 756]",0.14219
"[1, 757]",0.00000
"[1, 758]",0.00000
"[1, 759]",0.00001
"[1, 769]",0.00001
"[1, 770]",0.00002
"[1, 771]",0.65095
"[1, 772]",0.00000
"[1, 773]",0.26271
"[1, 775]",0.00267
"[1, 777]",0.00001
"[1, 778]",0.66668
"[1, 779]",0.65943
"[1, 780]",0.66602
"[1, 781]",0.64167
"[1, 782]",0.00001
"[2, 0]",0.33333
"[2, 1]",0.00619
"[2, 2]",0.66598
"[2, 3]",0.25347
"[2, 4]",0.00478
"[2, 5]",0.01299
"[2, 6]",0.33341
"[2, 7]",0.66529
"[2, 266]",0.39339
"[2, 267]",0.40946
"[2, 8]",0.42184
"[2, 9]",0.33333
"[2, 783]",0.66648
"[2, 269]",0.00000
"[2, 786]",0.66655
"[2, 292]",0.32744
"[2, 16]",0.33333
"[2, 17]",0.00581
"[2, 18]",0.33333
"[2, 19]",0.00204
"[2, 20]",0.00385
"[2, 21]",0.25854
"[2, 22]",0.65951
"[2, 23]",0.33333
"[2, 24]",0.62822
"[2, 787]",0.66647
"[2, 789]",0.33334
"[2, 791]",0.66655
"[2, 792]",0.66658
"[2, 30]",0.36697
"[2, 754]",0.66593
"[2, 793]",0.65947
"[2, 794]",0.67042
"[2, 795]",0.66618
"[2, 796]",0.66644
"[2, 32]",0.03201
"[2, 33]",0.30802
"[2, 797]",0.66570
"[2, 34]",0.66648
"[2, 35]",0.66649
"[2, 798]",0.73549
"[2, 36]",0.66635
"[2, 37]",0.33469
"[2, 800]",0.58367
"[2, 318]",0.33333
"[2, 39]",0.60488
"[2, 139]",0.45225
"[2, 300]",0.62656
"[2, 801]",0.97796
"[2, 41]",0.37224
"[2, 303]",0.42297
"[2, 802]",0.99613
"[2, 50]",0.50508
"[2, 804]",0.66661
"[2, 53]",0.69898
"[2, 54]",0.00173
"[2, 805]",0.66593
"[2, 306]",0.17523
"[2, 61]",0.66526
"[2, 65]",0.66390
"[2, 27]",0.66634
"[2, 612]",0.28793
"[2, 615]",0.66639
"[2, 58]",0.33333
"[2, 401]",0.61825
"[2, 808]",0.99029
"[2, 114]",0.66642
"[2, 809]",0.66346
"[2, 810]",0.16806
"[2, 72]",0.36809
"[2, 77]",0.33333
"[2, 51]",0.33335
"[2, 811]",0.99411
"[2, 319]",0.00222
"[2, 308]",0.66653
"[2, 812]",0.66513
"[2, 12]",0.66634
"[2, 268]",0.66659
"[2, 14]",0.66659
"[2, 380]",0.97821
"[2, 337]",0.66615
"[2, 813]",0.99248
"[2, 814]",0.63486
"[2, 815]",0.61007
"[2, 816]",0.67365
"[2, 817]",0.08003
"[2, 818]",0.98805
"[2, 381]",0.66618
"[2, 70]",0.45051
"[2, 47]",0.99224
"[2, 48]",0.67387
"[2, 60]",0.33333
"[2, 382]",0.99214
"[2, 13]",0.66635
"[2, 383]",0.97734
"[2, 384]",0.66595
"[2, 820]",0.66645
"[2, 821]",0.66632
"[2, 71]",0.31928
"[2, 98]",0.33333
"[2, 136]",0.65929
"[2, 822]",0.65950
"[2, 823]",0.66606
"[2, 824]",0.60835
"[2, 310]",0.29320
"[2, 311]",0.62408
"[2, 825]",0.66638
"[2, 95]",0.56210
"[2, 107]",0.41667
"[2, 108]",0.33333
"[2, 826]",0.52832
"[2, 301]",0.74626
"[2, 374]",0.99320
"[2, 829]",0.34610
"[2, 830]",0.42159
"[2, 831]",0.66925
"[2, 137]",0.66622
"[2, 147]",0.01551
"[2, 167]",0.33333
"[2, 123]",0.33333
"[2, 122]",0.33333
"[2, 832]",0.66107
"[2, 833]",0.00384
"[2, 834]",0.66608
"[2, 161]",0.64307
"[2, 835]",0.66423
"[2, 322]",0.66615
"[2, 836]",0.00108
"[2, 133]",0.33333
"[2, 134]",0.33333
"[2, 837]",0.51951
"[2, 75]",0.33334
"[2, 149]",0.33333
"[2, 345]",0.66457
"[2, 152]",0.33333
"[2, 155]",0.33333
"[2, 353]",0.66602
"[2, 151]",0.33333
"[2, 354]",0.33333
"[2, 838]",0.65756
"[2, 164]",0.33446
"[2, 267]",0.40946
"[2, 101]",0.95679
"[2, 158]",0.33347
"[2, 102]",0.17311
"[2, 444]",0.33335
"[2, 163]",0.59823
"[2, 840]",0.56792
"[2, 104]",0.33333
"[2, 368]",0.66093
"[2, 841]",0.61966
"[2, 165]",0.33333
"[2, 174]",0.33333
"[2, 385]",0.89712
