id,target
"[0, 236]",0.00000
"[0, 237]",0.00207
"[0, 238]",0.00000
"[0, 239]",0.00000
"[0, 241]",0.00000
"[0, 242]",0.00000
"[0, 243]",0.00000
"[0, 244]",0.00000
"[0, 245]",0.00000
"[0, 246]",0.00000
"[0, 247]",0.00000
"[0, 248]",0.00000
"[0, 249]",0.00000
"[0, 250]",0.00000
"[0, 251]",0.00000
"[0, 252]",0.69119
"[0, 254]",0.00000
"[0, 255]",0.00000
"[0, 256]",0.00000
"[0, 257]",0.00000
"[0, 259]",0.04024
"[0, 260]",0.67356
"[0, 261]",0.00000
"[0, 262]",0.00000
"[0, 263]",0.57826
"[0, 264]",0.00000
"[0, 265]",0.00000
"[1, 0]",0.00000
"[1, 266]",0.00000
"[1, 267]",0.00000
"[1, 8]",0.00000
"[1, 2]",0.00000
"[1, 3]",0.00000
"[1, 5]",0.00000
"[1, 9]",0.00000
"[1, 132]",0.00000
"[1, 21]",0.00000
"[1, 19]",0.00000
"[1, 1]",0.00000
"[1, 4]",0.00000
"[1, 6]",0.00000
"[1, 7]",0.00000
"[1, 268]",0.00000
"[1, 14]",0.00000
"[1, 269]",0.00000
"[1, 270]",0.00000
"[1, 271]",0.00083
"[1, 272]",0.00000
"[1, 273]",0.00000
"[1, 274]",0.32663
"[1, 275]",0.00000
"[1, 276]",0.00000
"[1, 277]",0.00076
"[1, 278]",0.66675
"[1, 279]",0.66676
"[1, 280]",0.66684
"[1, 281]",0.66608
"[1, 282]",0.66676
"[1, 283]",0.60640
"[1, 284]",0.66660
"[1, 285]",0.00000
"[1, 286]",0.66676
"[1, 287]",0.66662
"[1, 288]",0.00000
"[1, 289]",0.66651
"[1, 291]",0.66356
"[1, 292]",0.12228
"[1, 293]",0.00000
"[1, 18]",0.00000
"[1, 20]",0.00000
"[1, 22]",0.00000
"[1, 23]",0.00000
"[1, 24]",0.00000
"[1, 294]",0.00000
"[1, 295]",0.66660
"[1, 30]",0.00000
"[1, 296]",0.00000
"[1, 299]",0.00067
"[1, 37]",0.00000
"[1, 126]",0.00000
"[1, 300]",0.00000
"[1, 41]",0.00000
"[1, 301]",0.00087
"[1, 42]",0.00000
"[1, 302]",0.65930
"[1, 44]",0.00000
"[1, 303]",0.00000
"[1, 304]",0.00000
"[1, 54]",0.00000
"[1, 305]",0.00000
"[1, 306]",0.00000
"[1, 62]",0.00000
"[1, 65]",0.00000
"[1, 69]",0.00000
"[1, 72]",0.00000
"[1, 77]",0.00000
"[1, 307]",0.27354
"[1, 308]",0.00000
"[1, 12]",0.00000
"[1, 13]",0.00000
"[1, 73]",0.00000
"[1, 89]",0.00000
"[1, 91]",0.00000
"[1, 309]",0.00000
"[1, 96]",0.00000
"[1, 310]",0.00099
"[1, 311]",0.38578
"[1, 312]",0.24678
"[1, 98]",0.00000
"[1, 313]",0.00002
"[1, 314]",0.00000
"[1, 316]",0.66676
"[1, 317]",0.66495
"[1, 104]",0.00000
"[1, 318]",0.00000
"[1, 319]",0.00000
"[1, 320]",0.00000
"[1, 321]",0.00022
"[1, 131]",0.00021
"[1, 145]",0.00000
"[1, 95]",0.00000
"[1, 322]",0.00000
"[1, 108]",0.00000
"[1, 159]",0.22837
"[1, 137]",0.00000
"[1, 147]",0.00000
"[1, 323]",0.59668
"[1, 324]",0.00000
"[1, 123]",0.00000
"[1, 160]",0.00000
"[1, 325]",0.66681
"[1, 326]",0.00000
"[1, 327]",0.00000
"[1, 328]",0.00000
"[1, 329]",0.38662
"[1, 122]",0.00000
"[1, 330]",0.00000
"[1, 331]",0.00000
"[1, 332]",0.00000
"[1, 133]",0.00000
"[1, 333]",0.00000
"[1, 134]",0.00000
"[1, 334]",0.32644
"[1, 335]",0.66618
"[1, 336]",0.00000
"[1, 337]",0.00000
"[1, 84]",0.00000
"[1, 85]",0.00000
"[1, 86]",0.00000
"[1, 338]",0.00000
"[1, 339]",0.00000
"[1, 57]",0.66685
"[1, 340]",0.31093
"[1, 341]",0.00264
"[1, 93]",0.00000
"[1, 342]",0.00000
"[1, 343]",0.00000
"[1, 344]",0.00000
"[1, 148]",0.00000
"[1, 345]",0.66145
"[1, 346]",0.00000
"[1, 152]",0.00000
"[1, 347]",0.00000
"[1, 348]",0.00000
"[1, 349]",0.00002
"[1, 351]",0.00000
"[1, 352]",0.00000
"[1, 353]",0.00000
"[1, 354]",0.00000
"[1, 10]",0.00000
"[1, 355]",0.00000
"[1, 356]",0.00000
"[1, 156]",0.00000
"[1, 357]",0.00554
"[1, 164]",0.00000
"[1, 359]",0.00000
"[1, 151]",0.00000
"[1, 360]",0.00000
"[1, 158]",0.00000
"[1, 361]",0.66575
"[1, 362]",0.65936
"[1, 363]",0.03251
"[1, 364]",0.00000
"[1, 366]",0.00000
"[1, 367]",0.00000
"[1, 368]",0.00000
"[1, 369]",0.00012
"[1, 370]",0.00000
"[1, 371]",0.00000
"[1, 372]",0.31254
"[1, 373]",0.00000
"[1, 374]",0.66666
"[1, 375]",0.00000
"[1, 165]",0.00000
"[1, 376]",0.31285
"[1, 378]",0.00000
"[1, 379]",0.66678
"[1, 380]",0.66681
"[1, 381]",0.00000
"[1, 382]",0.66548
"[1, 383]",0.66682
"[1, 384]",0.00000
"[1, 385]",0.01225
"[1, 174]",0.00000
"[1, 386]",0.00000
"[1, 387]",0.00000
"[1, 388]",0.00000
"[1, 389]",0.32939
"[1, 390]",0.00000
"[1, 391]",0.00000
"[1, 392]",0.04287
"[1, 393]",0.00288
"[1, 394]",0.00000
"[1, 395]",0.00000
"[1, 397]",0.00000
"[1, 51]",0.00000
"[1, 155]",0.00000
"[1, 168]",0.00000
"[1, 398]",0.30086
"[1, 399]",0.66657
"[1, 400]",0.00000
"[1, 173]",0.00000
"[1, 401]",0.38747
"[1, 402]",0.00001
"[1, 403]",0.00001
"[1, 178]",0.00000
"[1, 180]",0.00000
"[1, 404]",0.00000
"[1, 405]",0.00000
"[1, 175]",0.00000
"[1, 406]",0.00000
"[1, 407]",0.00000
"[1, 408]",0.00000
"[1, 409]",0.00000
"[1, 410]",0.00000
"[1, 411]",0.14343
"[1, 176]",0.00000
"[1, 412]",0.00000
"[1, 413]",0.00000
"[1, 414]",0.00138
"[1, 29]",0.00000
"[1, 40]",0.00000
"[1, 415]",0.00000
"[1, 119]",0.00000
"[1, 416]",0.00000
"[1, 177]",0.00000
"[1, 170]",0.00000
"[1, 182]",0.00000
"[1, 418]",0.00000
"[1, 419]",0.00000
"[1, 420]",0.66594
"[1, 421]",0.00000
"[1, 422]",0.32517
"[1, 423]",0.00000
"[1, 424]",0.32734
"[1, 425]",0.00000
"[1, 181]",0.00000
"[1, 426]",0.00036
"[1, 427]",0.00000
"[1, 38]",0.00000
"[1, 25]",0.02389
"[1, 429]",0.00000
"[1, 76]",0.00000
"[1, 143]",0.00000
"[1, 430]",0.00000
"[1, 39]",0.00000
"[1, 431]",0.00000
"[1, 432]",0.08345
"[1, 433]",0.00000
"[1, 434]",0.00000
"[1, 436]",0.00000
"[1, 437]",0.00000
"[1, 438]",0.00482
"[1, 439]",0.56710
"[1, 440]",0.00000
"[1, 441]",0.33062
"[1, 442]",0.00000
"[1, 443]",0.00000
"[1, 444]",0.00000
"[1, 445]",0.00002
"[1, 446]",0.00000
"[1, 447]",0.00000
"[1, 448]",0.00000
"[1, 449]",0.00000
"[1, 452]",0.00000
"[1, 453]",0.00000
"[1, 454]",0.00000
"[1, 455]",0.32311
"[1, 188]",0.00000
"[1, 456]",0.66674
"[1, 457]",0.64357
"[1, 458]",0.00000
"[1, 459]",0.66676
"[1, 189]",0.00000
"[1, 460]",0.66673
"[1, 190]",0.66681
"[1, 461]",0.66679
"[1, 462]",0.00000
"[1, 463]",0.66681
"[1, 464]",0.66683
"[1, 465]",0.34437
"[1, 466]",0.00000
"[1, 467]",0.00000
"[1, 468]",0.00000
"[1, 469]",0.66674
"[1, 192]",0.00000
"[1, 193]",0.00000
"[1, 470]",0.00000
"[1, 471]",0.66681
"[1, 209]",0.00000
"[1, 472]",0.66683
"[1, 210]",0.66683
"[1, 473]",0.00000
"[1, 194]",0.00000
"[1, 474]",0.00001
"[1, 475]",0.66675
"[1, 477]",0.21009
"[1, 478]",0.66685
"[1, 479]",0.66675
"[1, 115]",0.00047
"[1, 480]",0.00000
"[1, 481]",0.00000
"[1, 482]",0.00000
"[1, 483]",0.00000
"[1, 484]",0.15398
"[1, 485]",0.59878
"[1, 486]",0.66573
"[1, 487]",0.66666
"[1, 488]",0.00118
"[1, 88]",0.00000
"[1, 490]",0.00000
"[1, 491]",0.00000
"[1, 492]",0.66644
"[1, 139]",0.00000
"[1, 493]",0.00000
"[1, 494]",0.00000
"[1, 495]",0.00000
"[1, 496]",0.00000
"[1, 497]",0.00000
"[1, 498]",0.66684
"[1, 499]",0.33871
"[1, 500]",0.00000
"[1, 501]",0.00000
"[1, 502]",0.00000
"[1, 503]",0.00000
"[1, 504]",0.00000
"[1, 505]",0.36517
"[1, 198]",0.00000
"[1, 506]",0.28780
"[1, 199]",0.00000
"[1, 507]",0.00004
"[1, 508]",0.00000
"[1, 509]",0.28051
"[1, 510]",0.32212
"[1, 511]",0.07720
"[1, 200]",0.00000
"[1, 202]",0.00000
"[1, 203]",0.00000
"[1, 205]",0.00000
"[1, 206]",0.00000
"[1, 512]",0.00000
"[1, 513]",0.00000
"[1, 514]",0.00000
"[1, 207]",0.00000
"[1, 515]",0.00000
"[1, 516]",0.00000
"[1, 517]",0.13964
"[1, 518]",0.00000
"[1, 519]",0.33196
"[1, 520]",0.50336
"[1, 521]",0.00058
"[1, 522]",0.26779
"[1, 523]",0.00000
"[1, 524]",0.33930
"[1, 525]",0.30584
"[1, 526]",0.41998
"[1, 527]",0.00000
"[1, 528]",0.66651
"[1, 532]",0.66624
"[1, 533]",0.00034
"[1, 534]",0.66661
"[1, 535]",0.00000
"[1, 536]",0.66567
"[1, 46]",0.00000
"[1, 537]",0.66638
"[1, 538]",0.17924
"[1, 539]",0.00000
"[1, 540]",0.00168
"[1, 541]",0.00000
"[1, 542]",0.65899
"[1, 543]",0.00000
"[1, 544]",0.19348
"[1, 545]",0.00000
"[1, 546]",0.66673
"[1, 547]",0.00000
"[1, 548]",0.00000
"[1, 549]",0.17583
"[1, 550]",0.00001
"[1, 551]",0.00000
"[1, 552]",0.00000
"[1, 153]",0.00000
"[1, 553]",0.00000
"[1, 554]",0.00000
"[1, 555]",0.35127
"[1, 214]",0.00000
"[1, 556]",0.00000
"[1, 557]",0.66682
"[1, 216]",0.00000
"[1, 558]",0.00000
"[1, 559]",0.00000
"[1, 560]",0.25945
"[1, 561]",0.00000
"[1, 563]",0.66665
"[1, 564]",0.00000
"[1, 565]",0.00800
"[1, 566]",0.66674
"[1, 567]",0.00000
"[1, 568]",0.22766
"[1, 569]",0.13767
"[1, 570]",0.00000
"[1, 217]",0.00000
"[1, 571]",0.01102
"[1, 572]",0.00000
"[1, 573]",0.32664
"[1, 574]",0.00008
"[1, 575]",0.00000
"[1, 576]",0.64775
"[1, 219]",0.00000
"[1, 577]",0.53267
"[1, 222]",0.00000
"[1, 578]",0.00000
"[1, 579]",0.00592
"[1, 580]",0.00000
"[1, 581]",0.00000
"[1, 582]",0.00000
"[1, 583]",0.00000
"[1, 585]",0.20730
"[1, 586]",0.33653
"[1, 224]",0.00000
"[1, 587]",0.00000
"[1, 588]",0.05532
"[1, 589]",0.00001
"[1, 590]",0.00003
"[1, 592]",0.00000
"[1, 593]",0.00000
"[1, 594]",0.00000
"[1, 595]",0.66231
"[1, 596]",0.00000
"[1, 597]",0.30827
"[1, 598]",0.00000
"[1, 599]",0.18456
"[1, 600]",0.33273
"[1, 601]",0.00000
"[1, 602]",0.00000
"[1, 603]",0.00000
"[1, 58]",0.00000
"[1, 16]",0.00000
"[1, 70]",0.00000
"[1, 179]",0.00000
"[1, 17]",0.00000
"[1, 71]",0.11370
"[1, 604]",0.66147
"[1, 605]",0.66143
"[1, 606]",0.19663
"[1, 607]",0.00000
"[1, 608]",0.56201
"[1, 609]",0.65484
"[1, 610]",0.00000
"[1, 611]",0.00000
"[1, 27]",0.00000
"[1, 612]",0.00217
"[1, 613]",0.29896
"[1, 614]",0.00000
"[1, 615]",0.00000
"[1, 617]",0.00000
"[1, 618]",0.00000
"[1, 230]",0.00000
"[1, 619]",0.00000
"[1, 620]",0.66149
"[1, 621]",0.00000
"[1, 231]",0.00000
"[1, 622]",0.00000
"[1, 623]",0.00000
"[1, 624]",0.00000
"[1, 625]",0.00000
"[1, 626]",0.28630
"[1, 627]",0.00000
"[1, 628]",0.00000
"[1, 629]",0.00000
"[1, 630]",0.00000
"[1, 631]",0.00019
"[1, 632]",0.32725
"[1, 260]",0.66680
"[1, 633]",0.00000
"[1, 634]",0.00000
"[1, 635]",0.00000
"[1, 636]",0.66682
"[1, 637]",0.20638
"[1, 638]",0.00000
"[1, 639]",0.37705
"[1, 640]",0.31912
"[1, 235]",0.00000
"[1, 641]",0.27581
"[1, 642]",0.00000
"[1, 643]",0.65277
"[1, 149]",0.00000
"[1, 238]",0.00000
"[1, 644]",0.00000
"[1, 645]",0.05574
"[1, 646]",0.00000
"[1, 647]",0.00000
"[1, 648]",0.51340
"[1, 649]",0.00244
"[1, 650]",0.00000
"[1, 651]",0.00000
"[1, 652]",0.00000
"[1, 241]",0.00000
"[1, 653]",0.00000
"[1, 654]",0.00000
"[1, 655]",0.00000
"[1, 656]",0.06267
"[1, 658]",0.00000
"[1, 659]",0.00000
"[1, 660]",0.00000
"[1, 661]",0.00000
"[1, 663]",0.00000
"[1, 664]",0.00000
"[1, 665]",0.00000
"[1, 245]",0.00000
"[1, 666]",0.00000
"[1, 667]",0.00057
"[1, 668]",0.00828
"[1, 669]",0.66654
"[1, 670]",0.00000
"[1, 671]",0.00000
"[1, 672]",0.00000
"[1, 673]",0.00000
"[1, 674]",0.00000
"[1, 675]",0.00000
"[1, 676]",0.00000
"[1, 677]",0.00000
"[1, 678]",0.00000
"[1, 679]",0.00000
"[1, 680]",0.00000
"[1, 172]",0.00000
"[1, 681]",0.66675
"[1, 682]",0.00000
"[1, 683]",0.00000
"[1, 248]",0.00000
"[1, 684]",0.00000
"[1, 249]",0.00000
"[1, 685]",0.00000
"[1, 686]",0.00000
"[1, 687]",0.00000
"[1, 688]",0.00000
"[1, 689]",0.00000
"[1, 250]",0.00000
"[1, 690]",0.00000
"[1, 691]",0.00000
"[1, 693]",0.00000
"[1, 694]",0.00000
"[1, 695]",0.00000
"[1, 696]",0.01731
"[1, 697]",0.00000
"[1, 699]",0.66674
"[1, 700]",0.66674
"[1, 701]",0.66674
"[1, 702]",0.66673
"[1, 703]",0.66673
"[1, 704]",0.66674
"[1, 705]",0.00344
"[1, 706]",0.00000
"[1, 251]",0.00000
"[1, 708]",0.00000
"[1, 709]",0.00000
"[1, 710]",0.00000
"[1, 711]",0.00000
"[1, 712]",0.00000
"[1, 713]",0.11804
"[1, 714]",0.34145
"[1, 715]",0.00000
"[1, 717]",0.00000
"[1, 718]",0.15313
"[1, 719]",0.00000
"[1, 720]",0.35226
"[1, 721]",0.00000
"[1, 722]",0.00000
"[1, 724]",0.00007
"[1, 725]",0.00000
"[1, 726]",0.00000
"[1, 727]",0.00000
"[1, 728]",0.00000
"[1, 729]",0.00000
"[1, 730]",0.00000
"[1, 731]",0.00000
"[1, 732]",0.00000
"[1, 733]",0.66654
"[1, 734]",0.00000
"[1, 735]",0.00000
"[1, 736]",0.07208
"[1, 737]",0.00000
"[1, 256]",0.00000
"[1, 738]",0.28975
"[1, 739]",0.00000
"[1, 740]",0.00000
"[1, 741]",0.45486
"[1, 742]",0.34219
"[1, 743]",0.32172
"[1, 744]",0.47293
"[1, 745]",0.00469
"[1, 746]",0.00010
"[1, 747]",0.00000
"[1, 748]",0.00093
"[1, 749]",0.66661
"[1, 750]",0.00000
"[1, 751]",0.00000
"[1, 752]",0.36970
"[1, 753]",0.00000
"[1, 754]",0.00000
"[1, 755]",0.00000
"[1, 756]",0.00000
"[1, 757]",0.00000
"[1, 758]",0.00000
"[1, 759]",0.00000
"[1, 769]",0.00000
"[1, 770]",0.00000
"[1, 771]",0.49583
"[1, 772]",0.00000
"[1, 773]",0.00000
"[1, 775]",0.00000
"[1, 777]",0.00000
"[1, 778]",0.66664
"[1, 779]",0.59188
"[1, 780]",0.66592
"[1, 781]",0.42055
"[1, 782]",0.00000
"[2, 0]",0.00000
"[2, 1]",0.00000
"[2, 2]",0.00000
"[2, 3]",0.00248
"[2, 4]",0.00000
"[2, 5]",0.00000
"[2, 6]",0.00000
"[2, 7]",0.00000
"[2, 266]",0.00000
"[2, 267]",0.00000
"[2, 8]",0.00000
"[2, 9]",0.00000
"[2, 783]",0.00006
"[2, 269]",0.00000
"[2, 786]",0.00044
"[2, 292]",0.17961
"[2, 16]",0.00000
"[2, 17]",0.00000
"[2, 18]",0.00000
"[2, 19]",0.00000
"[2, 20]",0.00000
"[2, 21]",0.00364
"[2, 22]",0.00000
"[2, 23]",0.00000
"[2, 24]",0.00000
"[2, 787]",0.00000
"[2, 789]",0.00000
"[2, 791]",0.00000
"[2, 792]",0.00000
"[2, 30]",0.00000
"[2, 754]",0.00000
"[2, 793]",0.00000
"[2, 794]",0.64497
"[2, 795]",0.00000
"[2, 796]",0.00000
"[2, 32]",0.00000
"[2, 33]",0.15617
"[2, 797]",0.00000
"[2, 34]",0.00036
"[2, 35]",0.00044
"[2, 798]",0.32886
"[2, 36]",0.00000
"[2, 37]",0.00000
"[2, 800]",0.00000
"[2, 318]",0.00000
"[2, 39]",0.00000
"[2, 139]",0.00000
"[2, 300]",0.00000
"[2, 801]",0.47035
"[2, 41]",0.00000
"[2, 303]",0.00000
"[2, 802]",0.36346
"[2, 50]",0.00000
"[2, 804]",0.00011
"[2, 53]",0.32097
"[2, 54]",0.00000
"[2, 805]",0.00000
"[2, 306]",0.00099
"[2, 61]",0.00000
"[2, 65]",0.00000
"[2, 27]",0.00000
"[2, 612]",0.04933
"[2, 615]",0.00001
"[2, 58]",0.00000
"[2, 401]",0.54067
"[2, 808]",0.55458
"[2, 114]",0.00000
"[2, 809]",0.00000
"[2, 810]",0.00018
"[2, 72]",0.00000
"[2, 77]",0.00000
"[2, 51]",0.00000
"[2, 811]",0.41779
"[2, 319]",0.00000
"[2, 308]",0.00001
"[2, 812]",0.00000
"[2, 12]",0.06993
"[2, 268]",0.00002
"[2, 14]",0.00000
"[2, 380]",0.67333
"[2, 337]",0.00044
"[2, 813]",0.49357
"[2, 814]",0.57184
"[2, 815]",0.53473
"[2, 816]",0.67939
"[2, 817]",0.00002
"[2, 818]",0.61757
"[2, 381]",0.16584
"[2, 70]",0.00000
"[2, 47]",0.47799
"[2, 48]",0.68049
"[2, 60]",0.00000
"[2, 382]",0.51547
"[2, 13]",0.08079
"[2, 383]",0.67344
"[2, 384]",0.17529
"[2, 820]",0.00000
"[2, 821]",0.00000
"[2, 71]",0.14497
"[2, 98]",0.00000
"[2, 136]",0.00000
"[2, 822]",0.00000
"[2, 823]",0.00000
"[2, 824]",0.00000
"[2, 310]",0.04738
"[2, 311]",0.53218
"[2, 825]",0.00000
"[2, 95]",0.00000
"[2, 107]",0.37644
"[2, 108]",0.00000
"[2, 826]",0.00000
"[2, 301]",0.32647
"[2, 374]",0.63563
"[2, 829]",0.27426
"[2, 830]",0.36813
"[2, 831]",0.65544
"[2, 137]",0.00000
"[2, 147]",0.00000
"[2, 167]",0.00000
"[2, 123]",0.00000
"[2, 122]",0.00000
"[2, 832]",0.00000
"[2, 833]",0.00000
"[2, 834]",0.13814
"[2, 161]",0.00000
"[2, 835]",0.00000
"[2, 322]",0.00000
"[2, 836]",0.00000
"[2, 133]",0.00000
"[2, 134]",0.00000
"[2, 837]",0.00000
"[2, 75]",0.00000
"[2, 149]",0.00000
"[2, 345]",0.63490
"[2, 152]",0.00000
"[2, 155]",0.00000
"[2, 353]",0.00001
"[2, 151]",0.00000
"[2, 354]",0.00000
"[2, 838]",0.00000
"[2, 164]",0.00000
"[2, 267]",0.00000
"[2, 101]",0.33734
"[2, 158]",0.00000
"[2, 102]",0.00034
"[2, 444]",0.00000
"[2, 163]",0.00000
"[2, 840]",0.00000
"[2, 104]",0.00000
"[2, 368]",0.00000
"[2, 841]",0.55755
"[2, 165]",0.00000
"[2, 174]",0.00000
"[2, 385]",0.33575
