id,target
"[0, 114]",0.33352
"[0, 115]",0.33335
"[0, 116]",0.33273
"[0, 117]",0.33333
"[0, 118]",0.33339
"[0, 119]",0.66667
"[0, 120]",0.33336
"[0, 121]",0.40527
"[0, 122]",0.66667
"[0, 123]",0.66667
"[0, 124]",0.33331
"[0, 125]",0.33313
"[0, 126]",0.33972
"[0, 127]",0.33335
"[0, 128]",0.33336
"[0, 129]",0.33368
"[0, 130]",0.33342
"[0, 131]",0.33382
"[0, 132]",0.53432
"[0, 133]",0.66667
"[0, 134]",0.66667
"[0, 135]",0.33442
"[0, 136]",0.63042
"[0, 137]",0.33617
"[0, 138]",0.33538
"[0, 139]",0.66663
"[0, 140]",0.59782
"[0, 141]",0.65941
"[0, 142]",0.33349
"[0, 143]",0.66664
"[0, 144]",0.34286
"[0, 145]",0.34333
"[0, 146]",0.66666
"[0, 147]",0.37709
"[0, 148]",0.66667
"[0, 149]",0.66667
"[0, 151]",0.66667
"[0, 152]",0.66667
"[0, 153]",0.66647
"[0, 155]",0.66667
"[0, 156]",0.66667
"[0, 157]",0.66667
"[0, 158]",0.66667
"[0, 159]",0.33333
"[0, 160]",0.35503
"[0, 161]",0.60371
"[0, 162]",0.66667
"[0, 163]",0.66404
"[0, 164]",0.66667
"[0, 165]",0.66667
"[0, 166]",0.33339
"[0, 167]",0.66667
"[0, 168]",0.66667
"[0, 169]",0.33333
"[0, 170]",0.66667
"[0, 172]",0.66667
"[0, 173]",0.66667
"[0, 174]",0.66667
"[0, 175]",0.66667
"[0, 176]",0.66667
"[0, 177]",0.66667
"[0, 178]",0.33382
"[0, 179]",0.66667
"[0, 180]",0.66667
"[0, 181]",0.66667
"[0, 182]",0.66507
"[0, 183]",0.35416
"[0, 184]",0.66667
"[0, 185]",0.66667
"[0, 186]",0.33492
"[0, 187]",0.33374
"[0, 188]",0.66667
"[0, 189]",0.33514
"[0, 190]",0.33532
"[0, 192]",0.66667
"[0, 193]",0.66667
"[0, 194]",0.35879
"[0, 195]",0.66667
"[0, 196]",0.33521
"[0, 197]",0.66667
"[0, 198]",0.66667
"[0, 199]",0.66667
"[0, 200]",0.66667
"[0, 201]",0.66357
"[0, 202]",0.66667
"[0, 203]",0.66667
"[0, 204]",0.66667
"[0, 205]",0.37077
"[0, 206]",0.37884
"[0, 207]",0.66667
"[0, 208]",0.66667
"[0, 209]",0.66667
"[0, 210]",0.33569
"[0, 211]",0.65803
"[0, 212]",0.59492
"[0, 213]",0.31413
"[0, 214]",0.66667
"[0, 215]",0.33370
"[0, 216]",0.66667
"[0, 217]",0.66667
"[0, 218]",0.58442
"[0, 219]",0.66667
"[0, 220]",0.66667
"[0, 221]",0.66667
"[0, 222]",0.66667
"[0, 223]",0.66667
"[0, 224]",0.66664
"[0, 225]",0.66573
"[0, 226]",0.66667
"[0, 227]",0.33902
"[0, 228]",0.33510
"[0, 229]",0.66666
"[0, 230]",0.66667
"[0, 231]",0.66667
"[0, 233]",0.34111
"[0, 234]",0.33571
"[0, 235]",0.66667
"[0, 236]",0.66667
"[0, 237]",0.33510
"[0, 238]",0.66667
"[0, 239]",0.66667
"[0, 241]",0.66667
"[0, 242]",0.33388
"[0, 243]",0.33561
"[0, 244]",0.65435
"[0, 245]",0.66667
"[0, 246]",0.66667
"[0, 247]",0.66667
"[0, 248]",0.66667
"[0, 249]",0.66667
"[0, 250]",0.66667
"[0, 251]",0.66667
"[0, 252]",0.31984
"[0, 254]",0.66667
"[0, 255]",0.33482
"[0, 256]",0.66667
"[0, 257]",0.66667
"[0, 259]",0.33391
"[0, 260]",0.33544
"[0, 261]",0.66656
"[0, 262]",0.66667
"[0, 263]",0.33113
"[0, 264]",0.66667
"[0, 265]",0.66667
"[1, 0]",0.66667
"[1, 266]",0.66667
"[1, 267]",0.66667
"[1, 8]",0.66667
"[1, 2]",0.33334
"[1, 3]",0.33333
"[1, 5]",0.33336
"[1, 9]",0.66667
"[1, 132]",0.33905
"[1, 21]",0.33333
"[1, 19]",0.66667
"[1, 1]",0.33570
"[1, 4]",0.48166
"[1, 6]",0.66667
"[1, 7]",0.33334
"[1, 268]",0.33333
"[1, 14]",0.33333
"[1, 269]",0.66667
"[1, 270]",0.33333
"[1, 271]",0.33333
"[1, 272]",0.33333
"[1, 273]",0.33336
"[1, 274]",0.33333
"[1, 275]",0.33333
"[1, 276]",0.33333
"[1, 277]",0.33333
"[1, 278]",0.33320
"[1, 279]",0.33321
"[1, 280]",0.33333
"[1, 281]",0.33333
"[1, 282]",0.33319
"[1, 283]",0.33333
"[1, 284]",0.33333
"[1, 285]",0.33333
"[1, 286]",0.33320
"[1, 287]",0.33333
"[1, 288]",0.33333
"[1, 289]",0.33333
"[1, 291]",0.33333
"[1, 292]",0.33333
"[1, 293]",0.66667
"[1, 18]",0.66667
"[1, 20]",0.66667
"[1, 22]",0.66632
"[1, 23]",0.66667
"[1, 24]",0.66667
"[1, 294]",0.33333
"[1, 295]",0.33333
"[1, 30]",0.66667
"[1, 296]",0.33333
"[1, 299]",0.33333
"[1, 37]",0.66667
"[1, 126]",0.33346
"[1, 300]",0.66667
"[1, 41]",0.66667
"[1, 301]",0.33333
"[1, 42]",0.33333
"[1, 302]",0.33333
"[1, 44]",0.66667
"[1, 303]",0.66667
"[1, 304]",0.33333
"[1, 54]",0.66667
"[1, 305]",0.33333
"[1, 306]",0.33333
"[1, 62]",0.66667
"[1, 65]",0.66144
"[1, 69]",0.66667
"[1, 72]",0.66667
"[1, 77]",0.66667
"[1, 307]",0.33333
"[1, 308]",0.33333
"[1, 12]",0.33333
"[1, 13]",0.33333
"[1, 73]",0.33333
"[1, 89]",0.66667
"[1, 91]",0.66667
"[1, 309]",0.33333
"[1, 96]",0.66667
"[1, 310]",0.33333
"[1, 311]",0.33333
"[1, 312]",0.33333
"[1, 98]",0.66667
"[1, 313]",0.33333
"[1, 314]",0.33333
"[1, 316]",0.33320
"[1, 317]",0.33333
"[1, 104]",0.66667
"[1, 318]",0.66667
"[1, 319]",0.66667
"[1, 320]",0.66667
"[1, 321]",0.33333
"[1, 131]",0.33333
"[1, 145]",0.33333
"[1, 95]",0.66667
"[1, 322]",0.33339
"[1, 108]",0.66667
"[1, 159]",0.33333
"[1, 137]",0.33334
"[1, 147]",0.33334
"[1, 323]",0.33333
"[1, 324]",0.66667
"[1, 123]",0.66667
"[1, 160]",0.34268
"[1, 325]",0.33333
"[1, 326]",0.33333
"[1, 327]",0.66667
"[1, 328]",0.33336
"[1, 329]",0.33333
"[1, 122]",0.66667
"[1, 330]",0.66660
"[1, 331]",0.33333
"[1, 332]",0.33333
"[1, 133]",0.66667
"[1, 333]",0.33333
"[1, 134]",0.66667
"[1, 334]",0.33333
"[1, 335]",0.33333
"[1, 336]",0.33333
"[1, 337]",0.33333
"[1, 84]",0.65299
"[1, 85]",0.65275
"[1, 86]",0.65095
"[1, 338]",0.33337
"[1, 339]",0.33333
"[1, 57]",0.33333
"[1, 340]",0.33333
"[1, 341]",0.33333
"[1, 93]",0.66667
"[1, 342]",0.39630
"[1, 343]",0.33334
"[1, 344]",0.33334
"[1, 148]",0.66667
"[1, 345]",0.33333
"[1, 346]",0.66667
"[1, 152]",0.66667
"[1, 347]",0.65106
"[1, 348]",0.33333
"[1, 349]",0.33333
"[1, 351]",0.33333
"[1, 352]",0.33333
"[1, 353]",0.33333
"[1, 354]",0.66667
"[1, 10]",0.66667
"[1, 355]",0.33348
"[1, 356]",0.33333
"[1, 156]",0.66667
"[1, 357]",0.33333
"[1, 164]",0.66667
"[1, 359]",0.66666
"[1, 151]",0.66667
"[1, 360]",0.66667
"[1, 158]",0.66667
"[1, 361]",0.33333
"[1, 362]",0.33333
"[1, 363]",0.33333
"[1, 364]",0.66667
"[1, 366]",0.66667
"[1, 367]",0.33333
"[1, 368]",0.64283
"[1, 369]",0.33333
"[1, 370]",0.33333
"[1, 371]",0.66629
"[1, 372]",0.33333
"[1, 373]",0.33333
"[1, 374]",0.33333
"[1, 375]",0.33334
"[1, 165]",0.66667
"[1, 376]",0.33333
"[1, 378]",0.66667
"[1, 379]",0.33333
"[1, 380]",0.33333
"[1, 381]",0.33333
"[1, 382]",0.33333
"[1, 383]",0.33333
"[1, 384]",0.33333
"[1, 385]",0.33333
"[1, 174]",0.66667
"[1, 386]",0.33348
"[1, 387]",0.33333
"[1, 388]",0.66667
"[1, 389]",0.33333
"[1, 390]",0.66667
"[1, 391]",0.33333
"[1, 392]",0.33333
"[1, 393]",0.33333
"[1, 394]",0.33333
"[1, 395]",0.33333
"[1, 397]",0.66667
"[1, 51]",0.66667
"[1, 155]",0.66667
"[1, 168]",0.66667
"[1, 398]",0.33333
"[1, 399]",0.33333
"[1, 400]",0.66667
"[1, 173]",0.66667
"[1, 401]",0.33333
"[1, 402]",0.33333
"[1, 403]",0.33333
"[1, 178]",0.33333
"[1, 180]",0.66667
"[1, 404]",0.66666
"[1, 405]",0.33333
"[1, 175]",0.66667
"[1, 406]",0.66667
"[1, 407]",0.66667
"[1, 408]",0.66667
"[1, 409]",0.66667
"[1, 410]",0.66667
"[1, 411]",0.33333
"[1, 176]",0.66667
"[1, 412]",0.33333
"[1, 413]",0.34516
"[1, 414]",0.33333
"[1, 29]",0.66667
"[1, 40]",0.66667
"[1, 415]",0.66667
"[1, 119]",0.66667
"[1, 416]",0.33333
"[1, 177]",0.66667
"[1, 170]",0.66667
"[1, 182]",0.66667
"[1, 418]",0.33333
"[1, 419]",0.66667
"[1, 420]",0.33333
"[1, 421]",0.33334
"[1, 422]",0.33333
"[1, 423]",0.33340
"[1, 424]",0.33333
"[1, 425]",0.66667
"[1, 181]",0.66667
"[1, 426]",0.33333
"[1, 427]",0.66667
"[1, 38]",0.60588
"[1, 25]",0.33333
"[1, 429]",0.33333
"[1, 76]",0.66667
"[1, 143]",0.66667
"[1, 430]",0.33373
"[1, 39]",0.66667
"[1, 431]",0.33333
"[1, 432]",0.33333
"[1, 433]",0.66667
"[1, 434]",0.65256
"[1, 436]",0.33333
"[1, 437]",0.33333
"[1, 438]",0.33333
"[1, 439]",0.33333
"[1, 440]",0.66667
"[1, 441]",0.33333
"[1, 442]",0.33339
"[1, 443]",0.65310
"[1, 444]",0.66667
"[1, 445]",0.33333
"[1, 446]",0.66667
"[1, 447]",0.33333
"[1, 448]",0.66667
"[1, 449]",0.33333
"[1, 452]",0.66667
"[1, 453]",0.33336
"[1, 454]",0.33333
"[1, 455]",0.33333
"[1, 188]",0.66667
"[1, 456]",0.33321
"[1, 457]",0.33333
"[1, 458]",0.33333
"[1, 459]",0.33321
"[1, 189]",0.33333
"[1, 460]",0.33319
"[1, 190]",0.33333
"[1, 461]",0.33333
"[1, 462]",0.33333
"[1, 463]",0.33333
"[1, 464]",0.33333
"[1, 465]",0.33333
"[1, 466]",0.66667
"[1, 467]",0.66667
"[1, 468]",0.66667
"[1, 469]",0.33314
"[1, 192]",0.66667
"[1, 193]",0.66667
"[1, 470]",0.66667
"[1, 471]",0.33333
"[1, 209]",0.66667
"[1, 472]",0.33333
"[1, 210]",0.33333
"[1, 473]",0.33333
"[1, 194]",0.34339
"[1, 474]",0.33333
"[1, 475]",0.33318
"[1, 477]",0.33333
"[1, 478]",0.33333
"[1, 479]",0.33317
"[1, 115]",0.33333
"[1, 480]",0.66667
"[1, 481]",0.33345
"[1, 482]",0.66667
"[1, 483]",0.33338
"[1, 484]",0.33333
"[1, 485]",0.33333
"[1, 486]",0.33333
"[1, 487]",0.33333
"[1, 488]",0.33333
"[1, 88]",0.33333
"[1, 490]",0.33336
"[1, 491]",0.66667
"[1, 492]",0.33333
"[1, 139]",0.66667
"[1, 493]",0.33361
"[1, 494]",0.33333
"[1, 495]",0.66628
"[1, 496]",0.33343
"[1, 497]",0.33333
"[1, 498]",0.33333
"[1, 499]",0.33333
"[1, 500]",0.66666
"[1, 501]",0.33333
"[1, 502]",0.60231
"[1, 503]",0.62552
"[1, 504]",0.66657
"[1, 505]",0.33333
"[1, 198]",0.66667
"[1, 506]",0.33333
"[1, 199]",0.66667
"[1, 507]",0.33333
"[1, 508]",0.33333
"[1, 509]",0.33333
"[1, 510]",0.33333
"[1, 511]",0.33333
"[1, 200]",0.66667
"[1, 202]",0.66667
"[1, 203]",0.66667
"[1, 205]",0.34162
"[1, 206]",0.34388
"[1, 512]",0.66667
"[1, 513]",0.66667
"[1, 514]",0.39625
"[1, 207]",0.66667
"[1, 515]",0.33333
"[1, 516]",0.33333
"[1, 517]",0.33333
"[1, 518]",0.33333
"[1, 519]",0.33333
"[1, 520]",0.33333
"[1, 521]",0.33333
"[1, 522]",0.33333
"[1, 523]",0.66667
"[1, 524]",0.33333
"[1, 525]",0.33333
"[1, 526]",0.33333
"[1, 527]",0.33333
"[1, 528]",0.33333
"[1, 532]",0.33333
"[1, 533]",0.33333
"[1, 534]",0.33333
"[1, 535]",0.33333
"[1, 536]",0.33333
"[1, 46]",0.66667
"[1, 537]",0.33333
"[1, 538]",0.33333
"[1, 539]",0.66667
"[1, 540]",0.33333
"[1, 541]",0.33333
"[1, 542]",0.33333
"[1, 543]",0.33333
"[1, 544]",0.33333
"[1, 545]",0.33333
"[1, 546]",0.33317
"[1, 547]",0.33333
"[1, 548]",0.33333
"[1, 549]",0.33333
"[1, 550]",0.33333
"[1, 551]",0.33333
"[1, 552]",0.33333
"[1, 153]",0.66667
"[1, 553]",0.33333
"[1, 554]",0.66667
"[1, 555]",0.33333
"[1, 214]",0.66667
"[1, 556]",0.66667
"[1, 557]",0.33333
"[1, 216]",0.66667
"[1, 558]",0.33333
"[1, 559]",0.33368
"[1, 560]",0.33333
"[1, 561]",0.33333
"[1, 563]",0.33333
"[1, 564]",0.33334
"[1, 565]",0.33333
"[1, 566]",0.33316
"[1, 567]",0.33715
"[1, 568]",0.33333
"[1, 569]",0.33333
"[1, 570]",0.66667
"[1, 217]",0.66667
"[1, 571]",0.33333
"[1, 572]",0.33418
"[1, 573]",0.33333
"[1, 574]",0.33333
"[1, 575]",0.66667
"[1, 576]",0.33333
"[1, 219]",0.66667
"[1, 577]",0.33333
"[1, 222]",0.66667
"[1, 578]",0.33333
"[1, 579]",0.33333
"[1, 580]",0.33333
"[1, 581]",0.66667
"[1, 582]",0.33333
"[1, 583]",0.66667
"[1, 585]",0.33333
"[1, 586]",0.33333
"[1, 224]",0.66667
"[1, 587]",0.66667
"[1, 588]",0.33333
"[1, 589]",0.33333
"[1, 590]",0.33333
"[1, 592]",0.33333
"[1, 593]",0.66667
"[1, 594]",0.66667
"[1, 595]",0.33333
"[1, 596]",0.66667
"[1, 597]",0.33333
"[1, 598]",0.33333
"[1, 599]",0.33333
"[1, 600]",0.33333
"[1, 601]",0.33472
"[1, 602]",0.33333
"[1, 603]",0.66667
"[1, 58]",0.66667
"[1, 16]",0.66667
"[1, 70]",0.66667
"[1, 179]",0.66667
"[1, 17]",0.65595
"[1, 71]",0.33333
"[1, 604]",0.33333
"[1, 605]",0.33333
"[1, 606]",0.33333
"[1, 607]",0.33333
"[1, 608]",0.33333
"[1, 609]",0.33333
"[1, 610]",0.33333
"[1, 611]",0.66667
"[1, 27]",0.33333
"[1, 612]",0.33333
"[1, 613]",0.33333
"[1, 614]",0.33333
"[1, 615]",0.33333
"[1, 617]",0.33358
"[1, 618]",0.66656
"[1, 230]",0.66667
"[1, 619]",0.33333
"[1, 620]",0.33333
"[1, 621]",0.33334
"[1, 231]",0.66667
"[1, 622]",0.33893
"[1, 623]",0.33333
"[1, 624]",0.65144
"[1, 625]",0.66667
"[1, 626]",0.33333
"[1, 627]",0.66667
"[1, 628]",0.66667
"[1, 629]",0.66667
"[1, 630]",0.66667
"[1, 631]",0.33333
"[1, 632]",0.33333
"[1, 260]",0.33333
"[1, 633]",0.33343
"[1, 634]",0.66355
"[1, 635]",0.66667
"[1, 636]",0.33333
"[1, 637]",0.33333
"[1, 638]",0.33333
"[1, 639]",0.33333
"[1, 640]",0.33333
"[1, 235]",0.66667
"[1, 641]",0.33333
"[1, 642]",0.66667
"[1, 643]",0.33333
"[1, 149]",0.66667
"[1, 238]",0.66667
"[1, 644]",0.33335
"[1, 645]",0.33333
"[1, 646]",0.33333
"[1, 647]",0.33333
"[1, 648]",0.33333
"[1, 649]",0.33333
"[1, 650]",0.66667
"[1, 651]",0.66667
"[1, 652]",0.66601
"[1, 241]",0.66667
"[1, 653]",0.33334
"[1, 654]",0.33333
"[1, 655]",0.66667
"[1, 656]",0.33333
"[1, 658]",0.66667
"[1, 659]",0.66667
"[1, 660]",0.33333
"[1, 661]",0.33333
"[1, 663]",0.33333
"[1, 664]",0.33333
"[1, 665]",0.45718
"[1, 245]",0.66667
"[1, 666]",0.33333
"[1, 667]",0.33333
"[1, 668]",0.33333
"[1, 669]",0.33333
"[1, 670]",0.33691
"[1, 671]",0.35072
"[1, 672]",0.66667
"[1, 673]",0.66667
"[1, 674]",0.33333
"[1, 675]",0.66667
"[1, 676]",0.66667
"[1, 677]",0.33347
"[1, 678]",0.66667
"[1, 679]",0.33333
"[1, 680]",0.66667
"[1, 172]",0.66667
"[1, 681]",0.33317
"[1, 682]",0.66667
"[1, 683]",0.66667
"[1, 248]",0.66667
"[1, 684]",0.33333
"[1, 249]",0.66667
"[1, 685]",0.66667
"[1, 686]",0.33333
"[1, 687]",0.57399
"[1, 688]",0.40679
"[1, 689]",0.66663
"[1, 250]",0.66667
"[1, 690]",0.66667
"[1, 691]",0.66667
"[1, 693]",0.66667
"[1, 694]",0.33333
"[1, 695]",0.33333
"[1, 696]",0.33333
"[1, 697]",0.33333
"[1, 699]",0.33320
"[1, 700]",0.33315
"[1, 701]",0.33317
"[1, 702]",0.33321
"[1, 703]",0.33318
"[1, 704]",0.33318
"[1, 705]",0.33333
"[1, 706]",0.33333
"[1, 251]",0.66667
"[1, 708]",0.33333
"[1, 709]",0.33336
"[1, 710]",0.66667
"[1, 711]",0.66667
"[1, 712]",0.33333
"[1, 713]",0.33333
"[1, 714]",0.33333
"[1, 715]",0.66667
"[1, 717]",0.66667
"[1, 718]",0.33333
"[1, 719]",0.33333
"[1, 720]",0.33333
"[1, 721]",0.46078
"[1, 722]",0.33501
"[1, 724]",0.33333
"[1, 725]",0.33334
"[1, 726]",0.33333
"[1, 727]",0.33333
"[1, 728]",0.33333
"[1, 729]",0.66667
"[1, 730]",0.66667
"[1, 731]",0.66667
"[1, 732]",0.33333
"[1, 733]",0.33333
"[1, 734]",0.66667
"[1, 735]",0.62559
"[1, 736]",0.33333
"[1, 737]",0.33333
"[1, 256]",0.66667
"[1, 738]",0.33333
"[1, 739]",0.57289
"[1, 740]",0.66655
"[1, 741]",0.33333
"[1, 742]",0.33333
"[1, 743]",0.33333
"[1, 744]",0.33333
"[1, 745]",0.33333
"[1, 746]",0.33333
"[1, 747]",0.41410
"[1, 748]",0.33333
"[1, 749]",0.33333
"[1, 750]",0.66667
"[1, 751]",0.33333
"[1, 752]",0.33333
"[1, 753]",0.33603
"[1, 754]",0.33337
"[1, 755]",0.33334
"[1, 756]",0.33333
"[1, 757]",0.66667
"[1, 758]",0.66665
"[1, 759]",0.33341
"[1, 769]",0.33334
"[1, 770]",0.33333
"[1, 771]",0.33333
"[1, 772]",0.66667
"[1, 773]",0.33333
"[1, 775]",0.47096
"[1, 777]",0.33335
"[1, 778]",0.33332
"[1, 779]",0.33333
"[1, 780]",0.33333
"[1, 781]",0.33333
"[1, 782]",0.33333
"[2, 0]",0.66667
"[2, 1]",0.46535
"[2, 2]",0.33493
"[2, 3]",0.33362
"[2, 4]",0.60587
"[2, 5]",0.36309
"[2, 6]",0.66667
"[2, 7]",0.33478
"[2, 266]",0.66666
"[2, 267]",0.66667
"[2, 8]",0.66666
"[2, 9]",0.66667
"[2, 783]",0.33336
"[2, 269]",0.66667
"[2, 786]",0.33335
"[2, 292]",0.33335
"[2, 16]",0.66667
"[2, 17]",0.65404
"[2, 18]",0.66667
"[2, 19]",0.66650
"[2, 20]",0.66653
"[2, 21]",0.33361
"[2, 22]",0.56244
"[2, 23]",0.66667
"[2, 24]",0.66603
"[2, 787]",0.33651
"[2, 789]",0.66667
"[2, 791]",0.33385
"[2, 792]",0.33337
"[2, 30]",0.66667
"[2, 754]",0.33594
"[2, 793]",0.52807
"[2, 794]",0.33183
"[2, 795]",0.33972
"[2, 796]",0.33342
"[2, 32]",0.33797
"[2, 33]",0.33338
"[2, 797]",0.41846
"[2, 34]",0.33335
"[2, 35]",0.33335
"[2, 798]",0.33333
"[2, 36]",0.33534
"[2, 37]",0.66667
"[2, 800]",0.66628
"[2, 318]",0.66667
"[2, 39]",0.66662
"[2, 139]",0.66666
"[2, 300]",0.66586
"[2, 801]",0.33331
"[2, 41]",0.66667
"[2, 303]",0.66666
"[2, 802]",0.33333
"[2, 50]",0.66665
"[2, 804]",0.33335
"[2, 53]",0.33333
"[2, 54]",0.66667
"[2, 805]",0.33686
"[2, 306]",0.33372
"[2, 61]",0.35600
"[2, 65]",0.47407
"[2, 27]",0.33387
"[2, 612]",0.33342
"[2, 615]",0.33339
"[2, 58]",0.66667
"[2, 401]",0.33279
"[2, 808]",0.33333
"[2, 114]",0.33339
"[2, 809]",0.33611
"[2, 810]",0.33401
"[2, 72]",0.66667
"[2, 77]",0.66667
"[2, 51]",0.66667
"[2, 811]",0.33333
"[2, 319]",0.66667
"[2, 308]",0.33338
"[2, 812]",0.33869
"[2, 12]",0.33334
"[2, 268]",0.33336
"[2, 14]",0.33343
"[2, 380]",0.33404
"[2, 337]",0.33336
"[2, 813]",0.33333
"[2, 814]",0.33276
"[2, 815]",0.33293
"[2, 816]",0.32220
"[2, 817]",0.33473
"[2, 818]",0.33332
"[2, 381]",0.33334
"[2, 70]",0.66666
"[2, 47]",0.33333
"[2, 48]",0.31973
"[2, 60]",0.66667
"[2, 382]",0.33333
"[2, 13]",0.33334
"[2, 383]",0.33404
"[2, 384]",0.33334
"[2, 820]",0.33348
"[2, 821]",0.33351
"[2, 71]",0.33335
"[2, 98]",0.66667
"[2, 136]",0.64305
"[2, 822]",0.64109
"[2, 823]",0.33490
"[2, 824]",0.66431
"[2, 310]",0.33344
"[2, 311]",0.33276
"[2, 825]",0.33383
"[2, 95]",0.66588
"[2, 107]",0.33315
"[2, 108]",0.66667
"[2, 826]",0.66659
"[2, 301]",0.33333
"[2, 374]",0.33335
"[2, 829]",0.33330
"[2, 830]",0.33317
"[2, 831]",0.32927
"[2, 137]",0.33462
"[2, 147]",0.35174
"[2, 167]",0.66667
"[2, 123]",0.66667
"[2, 122]",0.66667
"[2, 832]",0.57063
"[2, 833]",0.65009
"[2, 834]",0.33334
"[2, 161]",0.61866
"[2, 835]",0.33385
"[2, 322]",0.33592
"[2, 836]",0.66667
"[2, 133]",0.66667
"[2, 134]",0.66667
"[2, 837]",0.65989
"[2, 75]",0.66667
"[2, 149]",0.66667
"[2, 345]",0.33131
"[2, 152]",0.66667
"[2, 155]",0.66667
"[2, 353]",0.33338
"[2, 151]",0.66667
"[2, 354]",0.66667
"[2, 838]",0.58050
"[2, 164]",0.66667
"[2, 267]",0.66667
"[2, 101]",0.33333
"[2, 158]",0.66667
"[2, 102]",0.33384
"[2, 444]",0.66667
"[2, 163]",0.66562
"[2, 840]",0.66661
"[2, 104]",0.66667
"[2, 368]",0.45616
"[2, 841]",0.33256
"[2, 165]",0.66667
"[2, 174]",0.66667
"[2, 385]",0.33333
